yu-sheng-de-di-yi-tian , 这个问题争执得我的头都痛了。我觉得这并没有有些人说的那么夸张的程度，他错了，告诉他错了就行了，我并没有觉得他侮辱了科学家侮辱了数学。如果他真的是为了装逼提出了这个问题，那么现在这么多人正儿八经的把这事提出来争执，那不就达到他的目的了？每个人的想法不一样，我理解不了为什么你们选择这样去嘲讽他，但是看了那么多评论大概也有种模糊的概念了。在你们看来他真的那么不可理喻的话，直接忽视他难道不更好吗？如果直接不理会他他不过是个跳梁小丑根本不会有人在意他，正是因为你们这么多人正儿八经的把这事拎出来说了去争执了，才显得他说他证明出了哥德巴赫猜想这件事真的成了一件事了【不知道能不能懂我的意思orz】你们可以选择去嘲讽他，但是在我自己看来，可以但没必要。--------------下面是原答案---------------看了一些答案，有些人在嘲讽提问者，我就emmmm，不管提问者是不是年轻气盛心高气傲还是中二病初生牛犊不怕虎，至少在很多人每天很丧的生活，每天在床上躺尸【我自己╭(°A°`)╮】的情况下，他愿意在这上面去花功夫去研究，不管结果怎么样，我觉得这是很棒的事啊。为什么偏要去嘲讽他呢？对一个高中生抱有善意很难吗？？？不管最后他有没有证明出来，希望他能被大家温柔以待(ง •̀_•́)ง
huang-shi-ji-81 , 不说保送了直接聘为教授，不干活吃白饭那种都行啊，而且还是两个学校争着抢着。
 , 这事儿……有的人还是别打着什么“指导”“教小孩子认清现实”这种高高在上其实满含不屑的旗号发一些恶毒的回答吧。专业问题有数学大牛讨论解决，你们搁这儿狂欢实在是……丢人。
qiao-xie-yan , 第一次答题，也不是很懂，就是想说有些评论的人戾气太重了，觉得他就是来博关注的，应该平躺任人嘲。我个人觉得这就是一个年轻气盛的高中生，不服输，一根筋，可能确实证明出来了一些东西，不想就这么平庸下去，因为看上面好像是说他严重偏科来着吧，就想靠自己的证明赌一把。对数学有这种兴趣是个好事，他一月一日发出来的证明不全面或者是根本不对也不该被这样嘲讽吧，至少他比大部分人都有勇气了些，何必说这么重的话来伤害别人呢。
booom-21 , 应该会被报送教授吧（滑稽）
dao-xie-ban-hu-ming-yue , 惊闻题主收藏此答案，本人不胜惶恐。若此答案对您的数学研究之路略起了绵薄之力，本人荣幸之至—————————————————————————思来想去，觉得某知友说得对，这种可能让数学腾飞的足以写进世界通史的科学发现，不能固步自封，必须得与世界上其他优秀数学研究者进行交流才可。故特此更新一下榜单，本人对真实性与专业性概不负责。（都说了不负责还吹毛求疵本来就是乐一乐的答案竟然还有来讨论这个榜单的真是。。）根据USNews 2018全球大学数学学科排名世界排名大学名称所在国家（地区）第1位巴黎第六大学法国第2位斯坦福大学美国第3位普林斯顿大学美国第4位麻省理工学院美国第5位加州大学伯克利分校美国第6位牛津大学英国第7位纽约大学美国第8位哈佛大学美国第9位剑桥大学英国并列第10位苏黎世联邦理工学院瑞士并列第10位芝加哥大学美国第12位哥伦比亚大学美国第13位德克萨斯大学奥斯汀分校美国第14位加州大学洛杉矶分校美国第15位明尼苏达大学双城分校美国第16位德克萨斯A&amp;M大学美国第17位威斯康星大学-麦迪逊分校美国第18位帝国理工学院英国并列第19位北京大学中国并列第19位密西根大学安娜堡分校美国第21位伊斯兰阿萨德大学伊朗第22位洛桑联邦理工学院瑞士第23位华威大学英国并列第24位布朗大学美国并列第24位杜克大学美国并列第26位宾夕法尼亚州立大学大学园校区美国并列第26位波恩大学德国第28位巴黎第七大学法国第29位罗格斯新泽西州立大学美国第30位华盛顿大学美国第31位复旦大学中国并列第32位巴黎第十一大学法国并列第32位米兰大学意大利第34位香港中文大学中国香港第35位不列颠哥伦比亚大学加拿大并列第36位巴黎综合理工大学法国并列第36位罗马大学意大利并列第36位成均馆大学韩国并列第39位南开大学中国并列第39位上海交通大学中国并列第39位圣保罗大学巴西第42位京都大学日本第43位新加坡国立大学新加坡第44位天主教鲁汶大学比利时第45位北京师范大学中国第46位宾夕法尼亚大学美国并列第47位多伦多大学加拿大并列第47位维也纳大学奥地利第49位佐治亚理工学院美国第50位加州理工学院美国第51位伊利诺伊大学厄本那-香槟分校美国并列第52位香港理工大学中国香港并列第52位清华大学中国第54位东京大学日本第55位北卡罗来纳州立大学罗利分校美国第56位以色列理工大学以色列第57位加州大学圣地亚哥分校美国第58位莫斯科国立大学俄罗斯第59位里斯本大学葡萄牙第60位艾克斯-马赛大学 法国并列第61位香港城市大学中国香港并列第61位巴黎高等师范学院法国并列第61位密歇根州立大学美国第64位普渡大学西拉法叶分校美国第65位沙特国王大学沙特阿拉伯第66位浙江大学中国第67位中国科技大学中国第68位慕尼黑大学德国第69位北卡罗来纳大学教堂山分校美国第70位米兰理工大学意大利第71位布拉格查理大学捷克共和国第72位俄亥俄州立大学美国第73位维多利亚大学加拿大第74位南京大学 中国第75位新南威尔士大学澳大利亚第76位巴黎第九大学法国第77位柏林工业大学德国并列第78位都灵理工大学 意大利并列第78位贝尔格莱德大学塞尔维亚第80位慕尼黑工业大学德国第81位厦门大学中国第82位格拉纳达大学 西班牙并列第83位帕维亚大学意大利并列第83位耶鲁大学美国第85位华沙大学波兰第86位首尔国立大学韩国并列第87位安提里姆大学土耳其并列第87位圣彼得堡国立大学俄罗斯第89位莱斯大学美国第90位康奈尔大学美国并列第91位柏林洪堡大学德国并列第91位巴斯大学 英国第93位加州大学戴维斯分校美国并列第94位卡内基梅隆大学美国并列第94位中山大学中国第96位希伯来大学以色列第97位阿米尔卡比尔理工大学伊朗第98位哥廷根大学德国第99位塞维利亚大学西班牙第100位维也纳技术大学奥地利题主随便选，菲尔兹奖阿贝尔奖都拿过后可以去以上随意一所大学任教，保证你能尽自己的全力在世界数学史上留下自己浓墨重彩的一笔，不对，是一页，也不对，我觉得可能一百年后世界数学史会专门为你开辟一个章节。—————————————————————————以下为原答案—————————————————————————你们没发现吗，这位仁兄ID叫做证明。所以我现在在想，应该是这样。本人（主语）证明（同位语，和“本人”同时作为“我”的代称）出（动词，我理解为发表，写，理解）了（表示已完成）哥德巴赫猜想（宾语）。意思就是“我”出了一个叫做“哥德巴赫猜想”的东西，可能是一本书，也可能是一个册子，也可能是一本画册。但是，如果我理解错误了，敬请指教。我实在是想不到别的理解方式了。当然了，如果你真的惊世骇俗了，以下拿走不谢。（以下资料均来自各学校数学相关院系官网，公开资料不存在侵权情况，持续待更）中国科学院数学与系统科学研究院（谢 @Kiiim 指正）电话：86-10-82541777　传真：86-10-82541972　Email：contact@amss.ac.cn地址：北京市海淀区中关村东路55号　邮政编码：100190北京大学数学学院地 址: 北京市海淀区北京大学理科1号楼邮 编: 100871联系电话：010-62751804邮 箱：mathweb@math.pku.edu.cn复旦大学数学科学学院电话：+86(21)65642341 传真：+86(21)65646073清华大学数学科学系 地址：北京市海淀区清华园1号 邮编：100084电话：010-62783140传真：010-62792401中国科学院大学数学科学学院地址：北京市石景山区玉泉路19号（甲） 邮编:100049（席先生，，算了你尽量别打扰他了）中国科技大学数学科学学院通信地址：安徽省合肥市金寨路96号，中国科学技术大学数学科学学院邮编：230026国内区号：0551常用电话行政办公室：63607263 教学办公室：63601003(本科生)   63601006(研究生)  党委办公室：63601004数学图书分馆：63601008传真：63601005（原缺，现补足）南开大学数学科学学院 | 地址：天津市卫津路94号 | 邮编：300071| 电话：022-23504717（只要你证出来了，我请你吃遍天津名吃。）（哈哈哈话虽这么说不过也轮不到我请啦）山东大学数学学院 网址：http://www.maths.sdu.edu.cn地址：济南市山大南路27号 | 邮编：250100 |电话：0531-88364652 | 传真：0531-88365550（熊庆来等着你）浙江大学数学科学学院邮箱：mathadmin@zju.edu.cn 邮编：310027 电话：0571-87953867（你可以去看看苏步青的手稿）南京大学数学系地址：中国南京市汉口路22号鼓楼校区西大楼 邮编：210093电话：86-25-83592861东南大学数学学院（本条建议略过）（略过不是因为不重要而是因为我没有搜到院系联系方式只搜到了各个办公室的联系电话，，如果真的要打电话给数学学院院长的话还是慎重思考一下吧。。曹进德老师可能实在是没时间接电话的。。）数学系办公室（四牌楼）	  025-83792315	    四牌楼	  五四楼三楼  数学系领导办公室	  025-83792316；0238	    四牌楼	  五四楼三楼北京师范大学数学科学学院地址：北京市海淀区新街口外大街19号后主楼  | 邮编：100875  | 传真：010-58808202上海交通大学数学科学学院地址：上海市闵行区东川路800号数学楼 邮编：200240电话：(86-21) 54743151传真：(86-21) 54743152Address：800 Dongchuan RD Shanghai, 200240 ChinaTelephone：(+86-21) 54743151Fax：(+86-21) 54743152中山大学数学学院广州市海珠区新港西路135号中山大学新数学楼（东南区266栋）天津大学数学学院（我不管我就是要贴）天津大学数学学院地址：天津市津南区雅观路135号第32教学楼，300350邮箱：maths@tju.edu.cn电话：+86 (0)22 27402850传真：+86 (0)22 27402850华中科技大学数学与统计学院地址：湖北省武汉市洪山区珞喻路1037号　邮政编码：430074　电话\传真：86-027-87543231　E-mail：mathhust@mail.hust.edu.cn武汉大学数学与统计学院地址：湖北省武汉市武昌区 武汉大学文理学部樱园(邮编：430070)院内办公室电话:行政办公室：68752957	党委办公室：68752966书记办公室：68752966	院长办公室：68754675科研、外事办：68752957	协同创新中心：68756753本科生教学办：68752958	本科生工作办：68754412研究生教学办：68754907	研究生工作办：68754907实验中心：68752750	院图书馆：68754679《数学杂志》编辑部：68754687	《数理医药学杂志》编辑部：18971013113（原缺，经评论区知友补充）厦门大学数学科学学院邮编：361005 电话：2580608 传真：2580608电子科技大学数学科学学院邮编：611731电话：028-61831280（院办公室）地址：电子科技大学清水河校区 主楼A1区网址：http://www.math.uestc.edu.cn中南大学数学与统计学院（应评论区要求加，但我实在没找到联系方式。仔细研究了一下官网觉得人才引进可能比较适合题主，姑且写之，以待修改）邮箱：math_dhl@csu.edu.cn;jiaoyong@csu.edu.cn联系电话：0731-88836005办公地点：湖南省长沙市中南大学新校区数理楼数学与统计学院365办公室（既然题主收藏了，那我也得做到底。持续待更）（欢迎在评论区推荐，如能附带联系方式更好）本着私心，觉得国家需要你这种三百年一遇的人才（哥猜到现在三百年了）（谢知友提醒修改），就不贴国外的了。当然了，这几个要贴。香港中文大学数学系AddressDepartment of Mathematics,Room 220, Lady Shaw Building,The Chinese University of Hong Kong,Shatin, N.T., Hong Kong Tel(852) 3943-7988 Fax(852) 2603-5154 Emaildept@math.cuhk.edu.hk URLhttp://www.math.cuhk.edu.hk/香港大学数学系https://www4.hku.hk/hkumcd/index.php/eng/unit/42_Department_of_Mathematics香港科技大学数学系http://www.math.ust.hk/about_us/contact_us.php（以上两条由知友  @五更琉璃 友情提供 ）如有冒犯，尚请海涵。最后，上图一张。
rui-sang-56 , 可以，但没必要
garfield-73-55 , 回答这个问题之前 我有几个问题想问在座诸位 如果你们能回答出来 说明你们的天赋已经达到可以回答这个问题水平如果勇士队终场得分是湖人队两倍 勇士队能否赢得这场比赛？如果我的年收入是美国gdp的十倍，我是不是世界首富？如果我能进nba名人堂 我有没有资格打cuba？
zhao-ying-cheng-61 , 当然不会啊一个能证出哥德巴赫猜想的人，还会让ta上学？学什么？
 , 如果题主真的证明出哥德巴赫猜想，那将在数学史上留下色彩浓厚的一笔。（前提是得到专家们的认可)保送清北是不大可能了，直接会被大佬机构预定，会满足你合理的条件…………………………………………………………………………作为某二本院校（拉低知乎平均学历）应用数学专业狗，从理论上来说，这不大可能，但从个人情感来说，我希望这是真的等明年1月1号
shou-shi-shou-shi-41-41 , 骗流量，蹭热度而已直接两开花好了谣言止于智者，散了吧何必浪费时间呢？
chen-zhi-cheng-97-20 , 如果题主真能证明得出，我就在本回答的评论中随机抽中一位关注我的知友，赠送Feather AS D2 不锈钢手动剃须刀一把，绝不食言。
bu-hui-you-yong-de-yu-75-14 , 不了解不清楚不偏向，静候一月一日，真理也罢，玩笑也罢，希望中国数学能发展得像古代那样辉煌，祝越来越好
benedictus-98 , 不知道大家有没有看过极限空间?提问者会不会一月一日说自己的电脑坏了，然后需要更多时间吧。。。。。。。。
 , 先不提证明了哥德巴赫猜想会怎样。假定，假定题主没有证明出来，请问，你要如何面对这成千上万的网络恶语？看戏的人多着呢。我还是建议题主道歉……是自己盲目了。你应该相信很多网友从不吝啬自己的恶毒。（似乎是第2000个回复呢）
 , 作为某校数学专业隔壁的统计系，我觉得如果你不够尊重前辈，师长，师兄们耗尽心力研究的学科，抱着我不保证对错的态度，我就要提醒你，你这本来就是对数学的不尊重，所以我觉得这些冷嘲热讽都是可以理解的，如果你要反驳的话，如果物理系的同学遇到一个说自己造出永动机，但是不保证是真的，历史系遇到一个说找到夏朝存在的证据，但也不保证是真的文物，你觉得呢？你可以去百度一下张益唐先生的生平，看看他为了不小心的错误付出了多少代价，所以，那些劝对你温和怕影响你积极性的，我想问问，科研的路上，难道不该为自己的行为付出代价？既然决定用这种最吸引眼球而不是先去咨询正确性，那么，你就该明白，风险收益并存，选择大的收益，就该准备接受大的风险。如果随随便便就放弃，那你凭什么说你有足够的热爱？如果没有热爱，凭什么要我们相信你是出于热爱而做这件事呢？高中生要学语文吧，送你一句话，与其临渊羡鱼，不如退而结网，现在羡慕别人清北，不如再努把力，好好去考一所好学校，现在后悔还来得及，你的人生还很长，高考，考研，任你挑选，而不是在这里用这种无所谓的态度对待科研，亵渎科学的严肃性忘记说了，祝你好运，少年，如果真的热爱，隔壁广阔的数学世界欢迎你
 , 没有想到这个问题引起了不少关注，甚至不少回答者做出了各色各样的回答，当然无论嘲讽，讥笑，批判，鼓励，原本以为只是个脑洞题，没想到确实是有人真实的内心问题。我无法就这个问题给出回答，但是可以反过来给予一定的思考:进入清华北大，数学方面就能做出巨大的成就吗，答案自然是否定的今年刚好是中科院20周年庆，科院回顾了相关领域的成果，摘取部分如下:席南华对仿射A型Weyl群证明了Lusztig关于基环的猜想，成为国际上很多后续工作的基础之一周向宇带领研究生解决了多复变中的“经典问题”最优L2延拓问题、证明了Demailly强开性猜想，在美国《数学评论》上被评论为“近年来多复变与代数几何领域最伟大的成就之一”“新生代”数学家田野首次给出7个千禧数学问题之一“椭圆曲线BSD猜想”的重要线索人称“论证骑士”的孙斌勇与李文威对朗兰兹纲领一系列重要问题的探索，以及青年学者黄飞敏在玻尔兹曼方程的流体力学方面，都取得了重要的突破冯康独立于西方创始了有限元方法，在国际上首次提出基于辛几何原理计算哈密尔顿体系的新方法袁亚湘等最早使用子空间技术分析计算方法，相继提出了子空间共轭梯度法、非线性优化子空间法与子空间拟牛顿法等方法。该方法被称为Dai-Yuan方法，并且与FR方法、HS方法、PRP方法并列，被认为是“四个主要方法”张平和黄飞敏团队证明了各向异性不可压缩Navier-Stokes方程整体适定性；证明了在黎曼解这一重要情形下Boltzmann方程的极限是可压缩Euler方程插一个故事（我听彭实戈讲过一个故事:他高中的时候正好哥猜流行，他的许多同学那时候也兴致勃勃，想要在这方面一展身手，但大多数后来就放弃了，后来他知识青年下乡，经常捧着一本苏联某数学课本看，周围没有几个懂数学的，不会的问题经常是跑几个村子去找能够解答的人讨论）观看他们的履历不难发现，绝大多数不是清北出身，当然北大出身自然也有做出了很多巨大成就的，但是无一例外不是在各自领域深耕数十年，现代数学的庞杂性远超过很多人的理解，提及数学绝不是只有哥猜甚至是囿于基础数学领域，大概率的结果是对于非基础数学领域的其他数学工作者，相关领域的突破要比哥猜来的重要些。如果真要证明自己的价值，不是非要攀登数学的几座顶峰，那上面容易缺氧窒息而亡，不如先爬几座山头，锻炼一下身体，在决定是否要那些方向走。
zhang-ke-xin-9-76 , 
bao-zha-pin , 如果我能单挑过哥斯拉，那我还会被村口书记儿子欺负吗？
 , 别的不说，我一个做题把复数定义给弄出来的同学，儿子考上清华的数学老师看他的眼神都不一样了，当然了，后来他嫖娼被抓就回家卖猪肉了。
fu-yitong-20 , 这怕是要保送个教授了
wo-de-12-40 , 明年年初，哥德巴赫猜想的证明即将正式证明，我继续扮批小将，我会用批小将数学形象努力创造一个哥德巴赫的形象，文数两开花 ，弘扬中华文化，希望大家能多多关注。 ​
lqcgreat , 到一月一号波函数就坍塌了 到时候大家看结果吧
lin-feng-ji-yue , 我觉得不是保送的问题，要是真的证明了出了，那就基本上世界名校请你去当终身教授了，还稀罕清北的学生了？但是要证出来这个，首先其实力雄厚，然后得配上天天中彩票的运气才行，也不知道这个高中生两点都占了吗？
robert-97-39 , 有证明哥德巴赫猜想的能力靠竞赛就能随随便便被录取了吧
xu-hui-74-79 , 这个问题就如同是在问：当我成为了世界首富，我还去街头要饭被人认出来会不会给我100块钱。
xin-xuan-38-82 , 下面一大堆人连哥德巴赫猜想,reimann zeta函数都不知道，就开始讽刺、嘲笑题主，好像他已经知道了证明过程并且推翻了一样。让我想起哥白尼被迫害，伽利略被嘲笑时的无知众人，既然啥都不懂，麻烦别急着下结论，OK？那样会显得你们很无知。还有重庆公交坠江，女司机的遭遇。当然我也不懂，但是我会保留意见。不过虽然我也不太相信证明是真的，但是当时不也很多人不相信哥白尼吗？如果有大佬表态说他的证明有误，马上删帖。没有的话，我等还是闭嘴吧。
tao-he-hua-lu-shui , 我其实真的搞不懂，为何他可以得到如此多的关注，而且看他的活动，一个还在考虑二次方程三次方次，怎么解数学压轴题的高中生……不知道如何来的自信。不过我希望如果真的是一场闹剧，请大家及时取关，以防更多的人效仿，以噱头搏关注。
 , 题主是个人才，这才几天就1w多粉丝了，很厉害。（有点期待1月2号还剩多少
lierikaoyu , 能。还能特聘为荣誉教授。类似问题还有：小学生乒乓球拿了奥运冠军能进省队不能？中学生百米9秒5能参加全运会不能？高中生拿了图灵奖能去面试码农不能？
 , 应该能去清北当校长。
 , 不行呀老师会觉得你坐着听他的课是他在班门弄斧
ou-yang-chen-cheng-70 , 赶紧占个楼..
tie-zheng-ru-shan-2-0 , 我知道给你一个键盘，你就有机会被哈佛保送
